product_url,product_name,brand_name,rating,number_of_ratings,product_description,release_date,top_notes,middle_notes,base_notes,main_accords,perfumer,product_images,gender,longevity,sillage,scraped_at,source,notes
https://www.fragrantica.com/perfume/Byredo/Bullion-15923.html,Bullion Byredofor women and men,Byredo,3.81,536.0,"BullionbyByredois a Woody Spicy fragrance for women and men.Bullionwas launched in 2012. Top notes are Plum and Pink Pepper; middle notes are Leather, Osmanthus and Magnolia; base notes are dark woodsy notes, Musk and Sandalwood.",2012.0,"Plum, Pink Pepper","Leather, Osmanthus, Magnolia","dark woodsy notes, Musk, Sandalwood","fruity, woody, leather, floral",,https://fimgs.net/mdimg/perfume-thumbs/375x500.15923.jpg,for women and men,,,2026-06-06 23:41:24,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Byredo-40351.html,Byredo Byredofor women and men,Byredo,3.93,799.0,ByredobyByredois a fragrance for women and men.Byredowas launched in 2016. The nose behind this fragrance is Jérôme Epinette. Top notes are Gin and Pink Pepper; middle notes are Violet and Orris Root; base notes are Balsam Fir and Oakmoss.,2016.0,"Gin, Pink Pepper","Violet, Orris Root","Balsam Fir, Oakmoss","woody, powdery, violet, aromatic",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.40351.jpg,for women and men,,,2026-06-06 23:41:31,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Chembur-3573.html,Chembur Byredofor women and men,Byredo,3.76,398.0,"ChemburbyByredois a Oriental Spicy fragrance for women and men.Chemburwas launched in 2008. The fragrance features Incense, Ginger, Amalfi Lemon, Elemi resin, Nutmeg, Bergamot, French labdanum, Amber and Musk.",2008.0,,,,"amber, fresh spicy, citrus, balsamic",,https://fimgs.net/mdimg/perfume-thumbs/375x500.3573.jpg,for women and men,,,2026-06-06 23:41:38,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Cuir-Obscur-40276.html,Cuir Obscur Byredofor women and men,Byredo,4.16,103.0,"Cuir ObscurbyByredois a Leather fragrance for women and men.Cuir Obscurwas launched in 2016. Top notes are Amaretto and Nutmeg; middle notes are Rose and Ylang-Ylang; base notes are Leather, Patchouli and Musk.",2016.0,"Amaretto, Nutmeg","Rose, Ylang-Ylang","Leather, Patchouli, Musk","leather, rose, almond, animalic",,https://fimgs.net/mdimg/perfume-thumbs/375x500.40276.jpg,for women and men,,,2026-06-06 23:41:47,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/De-Los-Santos-72693.html,De Los Santos Byredofor women and men,Byredo,3.84,1722.0,"De Los SantosbyByredois a Floral fragrance for women and men.De Los Santoswas launched in 2022. Top notes are Sage and Mirabelle; middle notes are Orris Root and Cistus Incanus; base notes are Olibanum, Musk and Ambroxan.",2022.0,"Sage, Mirabelle","Orris Root, Cistus Incanus","Olibanum, Musk, Ambroxan","amber, musky, aromatic, herbal",,https://fimgs.net/mdimg/perfume-thumbs/375x500.72693.jpg,for women and men,,,2026-06-06 23:41:56,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Deep-Viola-61748.html,Deep Viola Byredofor women and men,Byredo,3.78,68.0,"Deep ViolabyByredois a Oriental Floral fragrance for women and men.Deep Violawas launched in 2020. Top notes are Angelica, Saffron and Bergamot; middle notes are Leather, Violet and Iris; base notes are Olibanum, Agarwood (Oud) and Vanilla.",2020.0,"Angelica, Saffron, Bergamot","Leather, Violet, Iris","Olibanum, Agarwood (Oud), Vanilla","powdery, amber, leather, musky",,https://fimgs.net/mdimg/perfume-thumbs/375x500.61748.jpg,for women and men,,,2026-06-06 23:42:05,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Desert-Dawn-96188.html,Desert Dawn Byredofor women and men,Byredo,3.7,762.0,"Desert DawnbyByredois a Woody Spicy fragrance for women and men. This is a new fragrance.Desert Dawnwas launched in 2024. The nose behind this fragrance is Jérôme Epinette. Top notes are Rose Petals and Cardamom; middle notes are Sandalwood, Cedarwood and Carrot Seeds; base notes are Musk, Papyrus, Vetiver and Silk.Desert Dawn by Byredo is a celebration of nature’s creative juxtapositions, offering a universal take on the woody olfactive family. This scent opens with the inviting sweet spices of cardamom and rose petals, before giving way to the enveloping warmth of sandalwood, cedarwood, and carrot seeds at the heart. An enticing finish of vetiver and silk musk is enlivened by the crisp, clean scent of papyrus, invoking the dry heat of the desert and the warmness of the first rays of dawn.Byredo Desert Dawnis available in 50 ml and 100 ml Eau de Parfum.",2024.0,"Rose Petals, Cardamom","Sandalwood, Cedarwood, Carrot Seeds","Musk, Papyrus, Vetiver, Silk","woody, powdery, musky, warm spicy",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.96188.jpg,for women and men,,,2026-06-06 23:42:14,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Elevator-Music-48821.html,Elevator Music Byredofor women and men,Byredo,3.72,152.0,"Elevator MusicbyByredois a Floral Woody Musk fragrance for women and men.Elevator Musicwas launched in 2018. The nose behind this fragrance is Ben Gorham. The fragrance features Amyris, Musk, Iso E Super, Violet, Ambrette (Musk Mallow), Hedione, Green Notes, Jasmine, Cedar, Guaiac Wood and Amber.The Off-White fashion brand, fronted by Virgil Abloh, co-operates with Swedish Byredo, with Ben Gorham as the perfumer  to create the new fragrance Elevator Music.",2018.0,,,,"woody, musky, floral, powdery",Ben Gorham,https://fimgs.net/mdimg/perfume-thumbs/375x500.48821.jpg,for women and men,,,2026-06-06 23:42:23,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Eleventh-Hour-50934.html,Eleventh Hour Byredofor women and men,Byredo,3.86,1945.0,"Eleventh HourbyByredois a Woody Aromatic fragrance for women and men.Eleventh Hourwas launched in 2018. The nose behind this fragrance is Jérôme Epinette. Top notes are Bergamot and Timur; middle notes are Plum, Rum, Fig and Carrot Seeds; base notes are Cedar, Cashmere Wood, Iso E Super, Tonka Bean, Olibanum and Labdanum.""A paradoxical composition around Ban Timmurpepper from Nepal and fig, the initial forbidden fruit. A melancholic yet optimistic fragrance where hope, beauty and humanity could change the course of the world.""⠀Top notes: bergamot, Sichuan pepperHeart: wild fig, carrot seeds, rumBase: cashmere wood, tonka beanByredo Eleventh Hour is available as a 50 and 100 ml Eau de Parfum.",2018.0,"Bergamot, Timur","Plum, Rum, Fig, Carrot Seeds","Cedar, Cashmere Wood, Iso E Super, Tonka Bean, Olibanum, Labdanum","woody, fruity, amber, sweet",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.50934.jpg,for women and men,,,2026-06-06 23:42:33,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Eyes-Closed-76339.html,Eyes Closed Byredofor women and men,Byredo,3.71,1578.0,"Eyes ClosedbyByredois a Floral Woody Musk fragrance for women and men.Eyes Closedwas launched in 2022. Top notes are Cinnamon and Cardamom; middle notes are Orris, Carrot and Ginger; base notes are Papyrus and Patchouli.",2022.0,"Cinnamon, Cardamom","Orris, Carrot, Ginger","Papyrus, Patchouli","warm spicy, powdery, cinnamon, iris",,https://fimgs.net/mdimg/perfume-thumbs/375x500.76339.jpg,for women and men,,,2026-06-06 23:42:43,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Fantastic-Man-6688.html,Fantastic Man Byredofor men,Byredo,3.95,63.0,"Fantastic ManbyByredois a Aromatic Fougere fragrance for men. Top notes are Star Anise, Bergamot and Cardamom; middle notes are Lavender, Incense and Geranium; base notes are Vetiver, Oakmoss and Patchouli.Founder of Byredo Parfums, BEN GORHAM, created this fragrance in close cooperation with editors of Fantastic Man Magazine.The perfume is composed of the ingredients traditional for classic cologne, blended in unusual way.Top notes incorporate bergamot, cardamom and star anise. A heart is enriched with incense, geranium and lavender. Base notes feature vetiver, moss and patchouli. The perfume is available as Eau de Cologne 100ml.",,"Star Anise, Bergamot, Cardamom","Lavender, Incense, Geranium","Vetiver, Oakmoss, Patchouli","aromatic, warm spicy, anis, fresh spicy",,https://fimgs.net/mdimg/perfume-thumbs/375x500.6688.jpg,for men,,,2026-06-06 23:42:51,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Flowerhead-23881.html,Flowerhead Byredofor women and men,Byredo,3.51,1410.0,"FlowerheadbyByredois a Floral fragrance for women and men.Flowerheadwas launched in 2014. Top notes are Angelica, Cranberry and Lemon; middle notes are Tuberose, Jasmine Sambac, Green Notes and Rose Petals; base notes are Suede and Ambergris.",2014.0,"Angelica, Cranberry, Lemon","Tuberose, Jasmine Sambac, Green Notes, Rose Petals","Suede, Ambergris","white floral, green, tuberose, musky",,https://fimgs.net/mdimg/perfume-thumbs/375x500.23881.jpg,for women and men,,,2026-06-06 23:43:01,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Green-3574.html,Green Byredofor women and men,Byredo,3.96,301.0,"GreenbyByredois a Floral Green fragrance for women and men.Greenwas launched in 2008. Top notes are Petitgrain and Sage; middle notes are Honeysuckle, Violet, Jasmine and Rose; base notes are Almond, Musk and Tonka Bean.",2008.0,"Petitgrain, Sage","Honeysuckle, Violet, Jasmine, Rose","Almond, Musk, Tonka Bean","white floral, aromatic, herbal, fruity",,https://fimgs.net/mdimg/perfume-thumbs/375x500.3574.jpg,for women and men,,,2026-06-06 23:43:10,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Gypsy-Water-3575.html,Gypsy Water Byredofor women and men,Byredo,3.98,10802.0,"Gypsy WaterbyByredois a Woody Aromatic fragrance for women and men.Gypsy Waterwas launched in 2008. Top notes are Juniper, Lemon, Bergamot and Pepper; middle notes are Pine needles, Incense and Orris Root; base notes are Vanilla, Sandalwood and Amber.",2008.0,"Juniper, Lemon, Bergamot, Pepper","Pine needles, Incense, Orris Root","Vanilla, Sandalwood, Amber","woody, aromatic, fresh spicy, citrus",,https://fimgs.net/mdimg/perfume-thumbs/375x500.3575.jpg,for women and men,,,2026-06-06 23:43:20,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Heliotropia-40277.html,Heliotropia Byredofor women and men,Byredo,3.86,76.0,"HeliotropiabyByredois a Floral Woody Musk fragrance for women and men.Heliotropiawas launched in 2016. The fragrance features Heliotrope, Jasmine Sambac, Incense, Woody Notes and Gardenia.",2016.0,,,,"white floral, powdery, amber, woody",,https://fimgs.net/mdimg/perfume-thumbs/375x500.40277.jpg,for women and men,,,2026-06-06 23:43:29,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Inflorescence-17798.html,Inflorescence Byredofor women,Byredo,3.86,2210.0,"InflorescencebyByredois a Floral fragrance for women.Inflorescencewas launched in 2013. Top notes are Pink Freesia and Rose; middle notes are Lily-of-the-Valley and Magnolia; base note is Jasmine.In order to celebrate the awakening of nature and the beginning of Spring 2013, founder and creative director of the niche house of Byredo,Ben Gorham, will present the new fragrance named INFLORESCENCE. The focus of the new floral fragrance is on a wild garden transferring the strength and beauty of flowers and the perfect moment when they reach their dramatic peak of blooming.The new creation has resulted in combining carefully selected notes which are to offer and intertwine intoxicating, honey and fresh floral aromas, without deserting the Spring theme in any moment. The composition opens with rich and intoxicating rose petals scent combined with honey pink freesia. The heart adds a cool spring wave of citrusy-green lily of the valley and creamy magnolia, intertwining their scents to the very base dominated by luxurious jasmine with its sweet freshness. 
The fragrance Inflorescence is available in the characteristic flacon as 100 ml Eau de Parfum.",2013.0,"Pink Freesia, Rose","Lily-of-the-Valley, Magnolia",Jasmine,"white floral, floral, fresh, green",,https://fimgs.net/mdimg/perfume-thumbs/375x500.17798.jpg,for women,,,2026-06-06 23:43:36,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/La-Tulipe-8441.html,La Tulipe Byredofor women,Byredo,4.07,6411.0,"La TulipebyByredois a Floral fragrance for women.La Tulipewas launched in 2010. La Tulipe was created by Jérôme Epinette and Ben Gorham. Top notes are Freesia, Cyclamen and Rhuburb; middle note is pink tulip; base notes are Green Notes, Vetyver and Woodsy Notes.La Tulipe was presented in 2010 as a fresh and clean floral fragrance with top notes of rhubarb, cyclamen and freesia. A heart incorporates floral notes of tulip, while a base finishes with greenery, blond wood and vetiver. The fragrance can be purchased as 100ml edp.La Tulipe is built around the idea of the tulip - a flower reminiscent of morning moist gardens and by being one of the season's first flowers to open its bud; the tulip has become a symbol for the rebirth of spring.""I have always loved tulips and decided to create a fragrance that spoke of the whole idea of the flower.  To do this I wanted to capture its shy characteristic - and combine that with the expressive physicality it bears.""  – Ben Gorham",2010.0,"Freesia, Cyclamen, Rhuburb",pink tulip,"Green Notes, Vetyver, Woodsy Notes","floral, green, soft spicy, fruity",,https://fimgs.net/mdimg/perfume-thumbs/375x500.8441.jpg,for women,,,2026-06-06 23:43:43,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Lil-Fleur-60487.html,Lil Fleur Byredofor women and men,Byredo,3.51,881.0,"Lil FleurbyByredois a Oriental Floral fragrance for women and men.Lil Fleurwas launched in 2020. Top notes are Saffron, Cassis and Tangerine; middle notes are Damask Rose and Leather; base notes are Ambergris, Woody Notes and Vanilla.Byredo Lil Fleur launches in June 2020. The inspiration for the new Byredo creation lies in the youthful emotions, ups and downs of the teenage years; their intensity, boldness and openness.Lil Fleur explores the floral components and the note of Damasc rose as dominant and presents it in a new, modern and complex light.Top notes: cassis, tangerine, saffronHeart: Damask rose (oil), leatherBase: light woods, ambergris, vanillaByredo Lil Fleur is available as a 50 and a 100 ml Eau de Parfum.",2020.0,"Saffron, Cassis, Tangerine","Damask Rose, Leather","Ambergris, Woody Notes, Vanilla","rose, leather, animalic, citrus",,https://fimgs.net/mdimg/perfume-thumbs/375x500.60487.jpg,for women and men,,,2026-06-06 23:43:50,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/M-Mink-10758.html,M/Mink Byredofor women and men,Byredo,3.46,996.0,"M/MinkbyByredois a fragrance for women and men.M/Minkwas launched in 2010. The fragrance features Aldehydes, Incense, Patchouli Leaf, Sea Notes, Honey, Amber and Floral Notes.",2010.0,,,,"amber, aldehydic, patchouli, warm spicy",,https://fimgs.net/mdimg/perfume-thumbs/375x500.10758.jpg,for women and men,,,2026-06-06 23:43:59,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Mister-Marvelous-13002.html,Mister Marvelous Byredofor men,Byredo,3.45,366.0,Mister MarvelousbyByredois a Woody Aromatic fragrance for men.Mister Marvelouswas launched in 2011. Top notes are Petitgrain and Neroli; middle notes are Bamboo and Lavender; base notes are Virginia Cedar and Amber.,2011.0,"Petitgrain, Neroli","Bamboo, Lavender","Virginia Cedar, Amber","woody, citrus, aromatic, green",,https://fimgs.net/mdimg/perfume-thumbs/375x500.13002.jpg,for men,,,2026-06-06 23:44:09,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Mixed-Emotions-65525.html,Mixed Emotions Byredofor women and men,Byredo,3.77,3105.0,"Mixed EmotionsbyByredois a Woody Aromatic fragrance for women and men.Mixed Emotionswas launched in 2021. Top notes are Black Currant and Mate; middle notes are Tea and Violet Leaf; base notes are Birch and Papyrus.""We're in the business of bottling up emotions. I hope that people read the label and identify with that sentiment in its simplest form, and then find something deeper to relate to: the juxtaposition between the familiar and the unfamiliar.""- Ben Gorham, founder and creative director of Byredo.Drawing on Byredo’s philosophy of translating fragmented memories and abstract ideas into scents, the new edition Mixed Emotions represents an olfactory sketch of our current, collective state of mind.Comfortable notes of maté tea and the sharp sweetness of black currant lead to the heart of soothing Ceylon tea and the petite accord of violet leaves. The wood base provides “comfort” with notes of papyrus and birch.Mixed Emotions is available in 50 and 100 ml Eau de Parfum.",2021.0,"Black Currant, Mate","Tea, Violet Leaf","Birch, Papyrus","woody, green, fruity, leather",,https://fimgs.net/mdimg/perfume-thumbs/375x500.65525.jpg,for women and men,,,2026-06-06 23:44:20,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Mojave-Ghost-27040.html,Mojave Ghost Byredofor women and men,Byredo,3.97,9752.0,"Mojave GhostbyByredois a Oriental Floral fragrance for women and men.Mojave Ghostwas launched in 2014. Top notes are Sapodilla and Ambrette (Musk Mallow); middle notes are Magnolia, Violet and Sandalwood; base notes are Ambergris, Cedar and Musk.",2014.0,"Sapodilla, Ambrette (Musk Mallow)","Magnolia, Violet, Sandalwood","Ambergris, Cedar, Musk","floral, woody, powdery, violet",,https://fimgs.net/mdimg/perfume-thumbs/375x500.27040.jpg,for women and men,,,2026-06-06 23:44:29,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Mojave-Ghost-Alcohol-Free-97941.html,Mojave Ghost Alcohol-Free Byredofor women and men,Byredo,3.06,33.0,"Mojave Ghost Alcohol-FreebyByredois a fragrance for women and men.Mojave Ghost Alcohol-Freewas launched in 2024. Top notes are Sapodilla and Ambrette; middle notes are Violet, Sandalwood and Magnolia; base notes are Amber, Cedarwood and Musk.",2024.0,"Sapodilla, Ambrette","Violet, Sandalwood, Magnolia","Amber, Cedarwood, Musk","powdery, floral, woody, amber",,https://fimgs.net/mdimg/perfume-thumbs/375x500.97941.jpg,for women and men,,,2026-06-06 23:44:38,Fragrantica,
https://www.fragrantica.com/perfume/Byredo/Mumbai-Noise-69858.html,Mumbai Noise  Byredofor women and men,Byredo,3.4,1076.0,"Mumbai NoisebyByredois a Woody Spicy fragrance for women and men.Mumbai Noisewas launched in 2021. Top note is Davana; middle notes are Coffee and Tonka Bean; base notes are Agarwood (Oud), Sandalwood and Labdanum.",2021.0,Davana,"Coffee, Tonka Bean","Agarwood (Oud), Sandalwood, Labdanum","oud, woody, warm spicy, amber",,https://fimgs.net/mdimg/perfume-thumbs/375x500.69858.jpg,for women and men,,,2026-06-06 23:44:46,Fragrantica,
