product_url,product_name,brand_name,rating,number_of_ratings,product_description,release_date,top_notes,middle_notes,base_notes,notes,main_accords,perfumer,product_images,gender,longevity,sillage,scraped_at,source
https://www.fragrantica.com/perfume/Louis-Vuitton/Afternoon-Swim-53947.html,Afternoon Swim  Louis Vuittonfor women and men,Louis Vuitton,4.42,4763,"Afternoon SwimbyLouis Vuittonis a Citrus fragrance for women and men.Afternoon Swimwas launched in 2019. The nose behind this fragrance is Jacques Cavallier Belletrud. The fragrance features Mandarin Orange, Sicilian Orange, Bergamot, Ambergris and Ginger.Les Colognes Louis Vuitton is the new line of the Les Parfums Louis Vuitton collection that comes out in April 2019. Perfumer Jacques Cavallier Belletrud signed all creations of this house. The three fresh, cologne-like scents (in EDP concentration) are named Sun Song, Cactus Garden and Afternoon Swim.Louis Vuitton collaborated with L.A.-based artist Alex Israel, who designed the outer packaging of the new fragrances. The flacons and boxes come in a bright yellow, green and blue, with drawings of a sun, a cactus and a wave.Afternoon Swim is a ""full of energy"" scent, with orange, bergamot and mandarin. ""I wanted a shot of vitamin C in the fragrance, something full of energy,"" explained Cavallier Belletrud.The fragrances will be available as a 100 and 200 ml Eau de Parfum.",2019,N/A,N/A,N/A,"Mandarin Orange, Sicilian Orange, Bergamot, Ambergris, Ginger","citrus, fresh spicy, sweet, amber",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.53947.jpg,for women and men,N/A,N/A,2026-06-09 09:56:00,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Ambre-Levant-122775.html,Ambre Levant Louis Vuittonfor women and men,Louis Vuitton,4.28,533,"Ambre LevantbyLouis Vuittonis a Oriental Woody fragrance for women and men. This is a new fragrance.Ambre Levantwas launched in 2026. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Cinnamon and Mandarin; middle notes are Incense and White Pepper; base notes are Amber, Ambergris, Oud and Labdanum.There is a moment when the world takes on a profound intensity—when the sun begins its descent and the sky turns to amber just before surrendering to the night. In this captivating golden hour, the sky still holds the warmth of the day, while its memory lingers gently in the air.From one horizon to the other, this luminous glow envelops the landscape, softening boundaries and erasing distance. It carries a unique power of attraction. Gradually, the world seems transformed by a new energy, as the first stirrings of evening begin to unfold. Everything quickens and intensifies, as if moved by a single, shared impulse.Ambre Levant is born from this fleeting instant, when amber light rises and unites sky and earth in a seamless wash of color. At its heart lies “black gold,” an emblematic treasure of Middle Eastern perfumery, which deepens the composition and amplifies its intensity tenfold. For Jacques Cavallier Belletrud, it is among the most sensual of woods—unique and of exceptional quality. Its refined woody character reveals a subtle animality, balanced by an elegance that is both spicy and warmly ambered.With its absolute amber signature, Ambre Levant captures the light of the golden hour and extends its radiance onto the skin.The iconic Louis Vuitton flacon, crafted in transparent black glass, is reimagined here in a deep, warm amber hue. It appears to glow from within, as though infused with the very light of sunset. This 100 ml Eau de Parfum bottle is also designed to be refilled at select stores equipped with a perfume fountain.",2026,"Cinnamon, Mandarin","Incense, White Pepper","Amber, Ambergris, Oud, Labdanum",N/A,"amber, oud, balsamic, animalic",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.122775.jpg,for women and men,N/A,N/A,2026-06-09 09:56:10,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Apogee-40498.html,Apogée Louis Vuittonfor women,Louis Vuitton,4.06,549,"ApogéebyLouis Vuittonis a Floral fragrance for women.Apogéewas launched in 2016. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Tangerine and Orange; middle notes are Lily-of-the-Valley, Magnolia, Jasmine and Rose; base notes are White Musk, Guaiac Wood and Sandalwood.The long-awaited perfume from the luxury French fashion brand Louis Vuitton arrives in September 2016. The creation process took over four years, including establishing the creative atelier Les Fontains Parfumées in Grasse with Jacques Cavallier Belletrud in the position of in-house perfumer. The license belongs to the LVMH company. Les Parfums Louis Vuitton transmit journeys of emotions and aromatic adventures.Seven luxurious fragrances are presented in the collection: Rose des Vents, Matière Noire, Mille Feux, Apogée, Turbulences, Dans la Peau and Contre Moi.The fragrances are feminine and floral, with names that aim to highlight the emotional narrative rather than the ingredients.""From the airiness of Rose des Vents to the intoxicating Turbulences, the ecstasy of a first night with Dans la Peau to the mindful immersion in nature with Apogée; from the self-revealing Contre Moi to an exploration of a darker side with Matière Noire and the explosion of the senses with Mille Feux… Les parfums Louis Vuitton describe a journey of the emotions.""Apogee, a delicate floral fragrance, features Grasse jasmine as the main ingredient with lily of the valley, rose, magnolia, guaiac wood and sandalwood.The face of the campaign is French actress Léa Seydoux.The bottles are designed by Marc Newson, made of heavy glass to look like minimalist versions of apothecary vials with metal caps featuring the LV emblem. The price of each bottle is $240.The fragrances are available in 100 and 200 ml Eau de Parfum, with additional travel spray set of four x 7.5 ml and a limited edition set of all seven miniatures x 10 ml.",2016,"Tangerine, Orange","Lily-of-the-Valley, Magnolia, Jasmine, Rose","White Musk, Guaiac Wood, Sandalwood",N/A,"white floral, floral, fresh, citrus",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.40498.jpg,for women,N/A,N/A,2026-06-09 09:56:19,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Attrape-Reves-51016.html,Attrape-Rêves Louis Vuittonfor women,Louis Vuitton,4.32,2280,"Attrape-RêvesbyLouis Vuittonis a Oriental Floral fragrance for women.Attrape-Rêveswas launched in 2018. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Litchi, Bergamot and Ginger; middle notes are Peony, Turkish Rose and Cacao; base note is Patchouli.The house of Louis Vuitton is launching a new addition to the women's Les Parfums Louis Vuitton collection - the fragrance called Attrape-Rêves (""Dream Catcher"") - inspired by unexpected and magical experiences like witnessing a large meteor shower.To capture the experience of euphoria and dreams of exciting adventures, perfumer Jacques Cavallier Belletrud chose the olfactory direction of the composition as ""explosive, lively and surprising.""Top notes: bergamot, ginger, lycheeHeart: peony, cocoa flower, Turkish roseBase: patchouli essenceLouis Vuitton Attrape-Rêves will be available in quantities of 100 and 200 ml Eau de Parfum from mid-September 2018. The perfume can also be stored in a leather box crafted in the Louis Vuitton workshops, marked with initials of your choice.",2018,"Litchi, Bergamot, Ginger","Peony, Turkish Rose, Cacao",Patchouli,N/A,"rose, floral, fresh, fruity",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.51016.jpg,for women,N/A,N/A,2026-06-09 09:56:30,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Au-Hasard-49756.html,Au Hasard Louis Vuittonfor men,Louis Vuitton,4.3,503,"Au HasardbyLouis Vuittonis a Woody fragrance for men.Au Hasardwas launched in 2018. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Bergamot, Lemon and Aldehydes; middle notes are Pear, Cardamom, Freesia, Green Notes and Neroli; base notes are Leather, Musk, Sandalwood, Ambrette (Musk Mallow) and Cashmeran.",2018,"Bergamot, Lemon, Aldehydes","Pear, Cardamom, Freesia, Green Notes, Neroli","Leather, Musk, Sandalwood, Ambrette (Musk Mallow), Cashmeran",N/A,"musky, woody, powdery, warm spicy",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.49756.jpg,for men,N/A,N/A,2026-06-09 09:56:38,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Cactus-Garden-53946.html,Cactus Garden Louis Vuittonfor women and men,Louis Vuitton,4.3,792,"Cactus GardenbyLouis Vuittonis a Citrus Aromatic fragrance for women and men.Cactus Gardenwas launched in 2019. The nose behind this fragrance is Jacques Cavallier Belletrud. The fragrance features Lemongrass, Calabrian bergamot and Mate.Les Colognes Louis Vuitton is the new line of the Les Parfums Louis Vuitton collection that comes out in April 2019. Perfumer Jacques Cavallier Belletrud signed all creations of this house. The three fresh, cologne-like scents (in EDP concentration) are named Sun Song, Cactus Garden and Afternoon Swim.Louis Vuitton collaborated with L.A.-based artist Alex Israel, who designed the outer packaging of the new fragrances. The flacons and boxes come in a bright yellow, green and blue, with drawings of a sun, a cactus and a wave.Cactus Garden represents the contrast between the dry exterior and the wet interior of the cactus, with notes of matte tea, bergamot and lemongrass.The fragrances will be available as a 100 and 200 ml Eau de Parfum.",2019,N/A,N/A,N/A,"Lemongrass, Calabrian bergamot, Mate","citrus, fresh spicy, aromatic, herbal",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.53946.jpg,for women and men,N/A,N/A,2026-06-09 09:56:51,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/California-Dream-60388.html,California Dream Louis Vuittonfor women and men,Louis Vuitton,4.15,1460,"California DreambyLouis Vuittonis a Citrus fragrance for women and men.California Dreamwas launched in 2020. The nose behind this fragrance is Jacques Cavallier Belletrud. The fragrance features Mandarin Orange, Musk, Pear, Ambrette (Musk Mallow) and Benzoin.Les Colognes Louis Vuitton is a line in the Les Parfums Louis Vuitton Collection that contains fresh cologne-like scents but in EDP concentration, inspired by L.A. and a sense of freedom.California Dream, with citrusy and warm oriental notes captures the sunset in a bottle, the sky above LA and the mood of this city. It contains notes of mandarin, pear, musk as well as ambrette seed and benzoin. The perfumer's idea was to contrast the explosive freshness with the softer notes, as the warmth surrounding the cool tones.The colors of the bottle and the packaging are designed by LA artist Alex Israel under the name ""Sky Backdrop"". The fragrance is available as a 100 and a200 ml Eau de Parfum.",2020,N/A,N/A,N/A,"Mandarin Orange, Musk, Pear, Ambrette (Musk Mallow), Benzoin","citrus, musky, fruity, sweet",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.60388.jpg,for women and men,N/A,N/A,2026-06-09 09:57:02,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/City-Of-Stars-73344.html,City Of Stars Louis Vuittonfor women and men,Louis Vuitton,4.31,2028,"City Of StarsbyLouis Vuittonis a Citrus Aromatic fragrance for women and men.City Of Starswas launched in 2022. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Lime, Blood Orange, Blood Mandarin, Lemon and Bergamot; middle note is Tiare Flower; base notes are Powdery Notes, Musk and Sandalwood.",2022,"Lime, Blood Orange, Blood Mandarin, Lemon, Bergamot",Tiare Flower,"Powdery Notes, Musk, Sandalwood",N/A,"citrus, powdery, white floral, musky",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.73344.jpg,for women and men,N/A,N/A,2026-06-09 09:57:16,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Coeur-Battant-57129.html,Cœur Battant Louis Vuittonfor women,Louis Vuitton,4.1,655,"Cœur BattantbyLouis Vuittonis a Chypre Floral fragrance for women.Cœur Battantwas launched in 2019. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Pear, Cascalone and Ambrette (Musk Mallow); middle notes are Egyptian Jasmine, Narcissus and Ylang-Ylang; base notes are Moss and Patchouli.",2019,"Pear, Cascalone, Ambrette (Musk Mallow)","Egyptian Jasmine, Narcissus, Ylang-Ylang","Moss, Patchouli",N/A,"yellow floral, white floral, sweet, fruity",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.57129.jpg,for women,N/A,N/A,2026-06-09 09:57:25,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Contre-Moi-40501.html,Contre Moi Louis Vuittonfor women,Louis Vuitton,4.15,620,"Contre MoibyLouis Vuittonis a Oriental Floral fragrance for women.Contre Moiwas launched in 2016. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Lemon, Bergamot and Herbal Notes; middle notes are Magnolia, Orange Blossom, Pear and Rose; base notes are Tahitian Vanilla, Madagascar Vanilla, Cacao and Ambrette (Musk Mallow).The long-awaited perfume from the luxury French fashion brand Louis Vuitton arrives in September 2016. The creation process took over four years, including establishing the creative atelier Les Fontains Parfumées in Grasse with Jacques Cavallier Belletrud in the position of in-house perfumer. The license belongs to the LVMH company. Les Parfums Louis Vuitton transmit journeys of emotions and aromatic adventures.Seven luxurious fragrances are presented in the collection: Rose des Vents, Matière Noire, Mille Feux, Apogée, Turbulences, Dans la Peau and Contre Moi.The fragrances are feminine and floral, with names that aim to highlight the emotional narrative rather than the ingredients.""From the airiness of Rose des Vents to the intoxicating Turbulences, the ecstasy of a first night with Dans la Peau to the mindful immersion in nature with Apogée; from the self-revealing Contre Moi to an exploration of a darker side with Matière Noire and the explosion of the senses with Mille Feux… Les parfums Louis Vuitton describe a journey of the emotions.""Contre Moi is an oriental scent of vanilla, orange blossom, herbs, rose and magnolia.The face of the campaign is French actress Léa Seydoux.The bottles are designed by Marc Newson, made of heavy glass to look like minimalist versions of apothecary vials with metal caps featuring the LV emblem. The price of each bottle is $240.The fragrances are available in 100 and 200 ml Eau de Parfum, with additional travel spray set of four x 7.5 ml and a limited edition set of all seven miniatures x 10 ml.",2016,"Lemon, Bergamot, Herbal Notes","Magnolia, Orange Blossom, Pear, Rose","Tahitian Vanilla, Madagascar Vanilla, Cacao, Ambrette (Musk Mallow)",N/A,"vanilla, citrus, floral, sweet",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.40501.jpg,for women,N/A,N/A,2026-06-09 09:57:34,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Dans-la-Peau-40500.html,Dans la Peau Louis Vuittonfor women,Louis Vuitton,4.26,440,"Dans la PeaubyLouis Vuittonis a Leather fragrance for women.Dans la Peauwas launched in 2016. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Apricot and Water Notes; middle notes are Narcissus, Magnolia and Jasmine; base notes are Leather and Musk.The long-awaited perfume from the luxury French fashion brand Louis Vuitton arrives in September 2016. The creation process took over four years, including establishing the creative atelier Les Fontains Parfumées in Grasse with Jacques Cavallier Belletrud in the position of in-house perfumer. The license belongs to the LVMH company. Les Parfums Louis Vuitton transmit journeys of emotions and aromatic adventures.Seven luxurious fragrances are presented in the collection: Rose des Vents, Matière Noire, Mille Feux, Apogée, Turbulences, Dans la Peau and Contre Moi.The fragrances are feminine and floral, with names that aim to highlight the emotional narrative rather than the ingredients.""From the airiness of Rose des Vents to the intoxicating Turbulences, the ecstasy of a first night with Dans la Peau to the mindful immersion in nature with Apogée; from the self-revealing Contre Moi to an exploration of a darker side with Matière Noire and the explosion of the senses with Mille Feux… Les parfums Louis Vuitton describe a journey of the emotions.""Dans la Peau is made of leather, musk and floral notes such as , jasmine, daffodil and magnolia.The face of the campaign is French actress Léa Seydoux.The bottles are designed by Marc Newson, made of heavy glass to look like minimalist versions of apothecary vials with metal caps featuring the LV emblem. The price of each bottle is $240.The fragrances are available in 100 and 200 ml Eau de Parfum, with additional travel spray set of four x 7.5 ml and a limited edition set of all seven miniatures x 10 ml.",2016,"Apricot, Water Notes","Narcissus, Magnolia, Jasmine","Leather, Musk",N/A,"leather, floral, yellow floral, fruity",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.40500.jpg,for women,N/A,N/A,2026-06-09 09:57:44,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/eLVes-104087.html,eLVes Louis Vuittonfor women,Louis Vuitton,4.0,530,"eLVesbyLouis Vuittonis a Oriental Floral fragrance for women. This is a new fragrance.eLVeswas launched in 2025. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Peach, Black Currant, Ginger and Cinnamon; middle notes are Bulgarian Rose, Rose, Coconut Milk, Lily-of-the-Valley and Violet; base notes are Ambroxan and Patchouli.",2025,"Peach, Black Currant, Ginger, Cinnamon","Bulgarian Rose, Rose, Coconut Milk, Lily-of-the-Valley, Violet","Ambroxan, Patchouli",N/A,"fruity, rose, coconut, sweet",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.104087.jpg,for women,N/A,N/A,2026-06-09 09:57:57,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Etoile-Filante-64314.html,Étoile Filante Louis Vuittonfor women,Louis Vuitton,3.9,400,"Étoile FilantebyLouis Vuittonis a Floral Fruity fragrance for women.Étoile Filantewas launched in 2021. The nose behind this fragrance is Jacques Cavallier Belletrud. Top note is Strawberry; middle notes are Osmanthus, Magnolia and Jasmine; base note is White Musk.Les Parfums Louis Vuitton reveals the new fragrance Étoile Filante in early 2021, composed in Grasse by master perfumer Jacques Cavallier Belletrud. Étoile Filante means ""shooting star"", and the fragrance is said to stand for a precious nectar celebrating joy and hope, a journey for the senses, housed in the signature bottle of fragrances of the house.""A ball of fire in the heart of night, the shooting star shines bright in the heavenly vault.Its odyssey through the infinite culminates in a furious race, illuminating a nightas black as ink and tracing out a radiant future — one that brings people together.A dancing star that dazzles; a metaphor for a borderless journey that connectsone with oneself as much as others.""A shooting star that signifies joy and happiness is chosen as a symbol of hope and the realization of dreams. To evoke that dash of joy, turn it into a perfume and allow it to radiate on the skin, Jacques Cavallier Belletrud chose osmanthus, the flower prized in the Far East, which the perfumer has adored since childhood.Top notes: strawberryHeart: osmanthus, magnolia, jasmineBase: white muskLouis Vuitton Étoile Filante is available as a 100 and a 200 ml Eau de Parfum, as well as a special travel package of 4 x 7.5 ml.",2021,Strawberry,"Osmanthus, Magnolia, Jasmine",White Musk,N/A,"fruity, floral, sweet, white floral",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.64314.jpg,for women,N/A,N/A,2026-06-09 09:58:10,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Fleur-du-Desert-73006.html,Fleur du Désert Louis Vuittonfor women and men,Louis Vuitton,4.34,1043,"Fleur du DésertbyLouis Vuittonis a Oriental Floral fragrance for women and men.Fleur du Désertwas launched in 2022. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Honey and Cinnamon; middle notes are Jasmine, Orange Blossom and Rose; base notes are Agarwood (Oud), Ambroxan and Ambrette (Musk Mallow).Louis Vuitton launches Fleur du Désert fragrance for Ramadan 2022. The fragrance is an homage to Middle Eastern olfactory heritage. Perfumer Jacques Cavallier Belletrud included three flowers (jasmine, orange blossom, and rose) used in Middle Eastern perfumery.Louis Vuitton Fleur du Désert is available as a 100 and 200 ml Eau de Parfum. It can be worn alone or layered with others from the collection.",2022,"Honey, Cinnamon","Jasmine, Orange Blossom, Rose","Agarwood (Oud), Ambroxan, Ambrette (Musk Mallow)",N/A,"white floral, rose, oud, amber",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.73006.jpg,for women and men,N/A,N/A,2026-06-09 09:58:22,Fragrantica
https://www.fragrantica.com/perfume/Louis-Vuitton/Heures-d-Absence-59485.html,Heures d'Absence Louis Vuittonfor women,Louis Vuitton,4.24,593,"Heures d'AbsencebyLouis Vuittonis a Floral Woody Musk fragrance for women.Heures d'Absencewas launched in 2020. The nose behind this fragrance is Jacques Cavallier Belletrud. Top notes are Jasmine Sambac and May Rose; middle notes are Mimosa, Pitosporum and Raspberry; base notes are Musk, Vanilla and Sandalwood.",2020,"Jasmine Sambac, May Rose","Mimosa, Pitosporum, Raspberry","Musk, Vanilla, Sandalwood",N/A,"white floral, sweet, powdery, rose",Jacques Cavallier Belletrud,https://fimgs.net/mdimg/perfume-thumbs/375x500.59485.jpg,for women,N/A,N/A,2026-06-09 09:58:34,Fragrantica
